Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-04-27,00:03:21,BitGet,BTCUSDT,,,78853.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-27,00:03:21,BitGet,ETHUSDT,,,2375.49,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-27,10:01:52,BitGet,BTCUSDT,BUY,0.000128,77920.24,10.00,0.0100,9.99,PAPER-1777284112414,PAPER,"All conditions met"
2026-04-27,10:01:52,BitGet,ETHUSDT,BUY,0.004305,2322.81,10.00,0.0100,9.99,PAPER-1777284112488,PAPER,"All conditions met"
2026-04-27,10:09:14,BitGet,BTCUSDT,BUY,0.000128,77832.67,10.00,0.0100,9.99,PAPER-1777284554483,PAPER,"All conditions met"
2026-04-27,10:09:14,BitGet,ETHUSDT,BUY,0.004306,2322.14,10.00,0.0100,9.99,PAPER-1777284554543,PAPER,"All conditions met"
2026-04-29,11:23:34,BitGet,BTCUSDT,,,77511.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:23:34,BitGet,ETHUSDT,,,2330.26,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:33:23,BitGet,BTCUSDT,,,77571.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:33:23,BitGet,ETHUSDT,,,2331.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:37:51,BitGet,BTCUSDT,,,77670.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:37:51,BitGet,ETHUSDT,,,2335.73,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:47:52,BitGet,BTCUSDT,,,77640.81,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:47:52,BitGet,ETHUSDT,,,2332.16,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:57:53,BitGet,BTCUSDT,,,77590.04,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,11:57:53,BitGet,ETHUSDT,,,2331.91,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-04-29,13:12:06,BitGet,BTCUSDT,,,77153.17,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-04-29,13:12:45,BitGet,BTCUSDT,,,77166.96,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-04-29,13:13:52,BitGet,BTCUSDT,,,77165.57,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-04-29,13:14:50,BitGet,ETHUSDT,SELL,0.004305,2314.82,9.97,0.0100,9.96,PAPER-1777284112488,PAPER,"수동 청산 (리셋)",-0.0344
2026-04-29,13:14:50,BitGet,ETHUSDT,SELL,0.004306,2314.82,9.97,0.0100,9.96,PAPER-1777284554543,PAPER,"수동 청산 (리셋)",-0.0315
2026-04-29,13:17:56,BitGet,BTCUSDT,,,77206.03,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-04-29,23:53:15,BitGet,BTCUSDT,BUY,0.000132,75825.57,10.00,0.0100,9.99,PAPER-1777506796319,PAPER,"All conditions met"
2026-04-29,23:53:16,BitGet,ETHUSDT,BUY,0.004435,2255.01,10.00,0.0100,9.99,PAPER-1777506796800,PAPER,"All conditions met"
2026-04-30,02:38:30,BitGet,BTCUSDT,SELL,0.000132,75589.99,9.97,0.0100,9.96,PAPER-1777506796319,PAPER,"SL: 초기 손절 -1.5%",-0.0311
2026-04-30,02:38:30,BitGet,BTCUSDT,,,75589.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-04-30,02:38:30,BitGet,ETHUSDT,SELL,0.004435,2239.17,9.93,0.0099,9.92,PAPER-1777506796800,PAPER,"SL: 초기 손절 -1.5%",-0.0702
2026-04-30,02:38:30,BitGet,ETHUSDT,,,2239.17,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-04-30,04:45:12,BitGet,BTCUSDT,,,75463.63,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-04-30,04:45:12,BitGet,ETHUSDT,,,2238.40,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-04-30,13:49:07,BitGet,BTCUSDT,,,75488.30,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-04-30,13:49:07,BitGet,ETHUSDT,,,2240.45,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-01,06:01:44,BitGet,BTCUSDT,,,76509.95,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-01,06:01:44,BitGet,ETHUSDT,,,2264.35,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-01,22:50:15,BitGet,BTCUSDT,,,78351.56,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-01,22:50:15,BitGet,ETHUSDT,,,2311.03,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-02,22:03:37,BitGet,BTCUSDT,,,78271.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-02,22:03:37,BitGet,ETHUSDT,,,2305.55,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-04,19:40:12,BitGet,BTCUSDT,,,78971.23,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-04,19:40:12,BitGet,ETHUSDT,,,2343.95,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-07,20:24:04,BitGet,BTCUSDT,,,80968.23,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-07,20:24:04,BitGet,ETHUSDT,,,2330.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-08,13:42:40,BitGet,BTCUSDT,,,79553.32,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-09,17:50:24,BitGet,BTCUSDT,,,80418.70,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-09,17:50:24,BitGet,ETHUSDT,,,2316.29,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-09,22:38:10,BitGet,BTCUSDT,,,80389.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-09,22:38:10,BitGet,ETHUSDT,,,2314.54,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-10,10:37:05,BitGet,BTCUSDT,,,80579.51,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-10,13:52:15,BitGet,BTCUSDT,,,80774.04,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-10,13:52:15,BitGet,ETHUSDT,,,2328.74,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-10,19:03:44,BitGet,BTCUSDT,,,80804.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-10,19:03:44,BitGet,ETHUSDT,,,2326.80,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-11,03:44:53,BitGet,BTCUSDT,BUY,0.000123,81259.58,10.00,0.0100,9.99,PAPER-1778438694985,PAPER,"All conditions met"
2026-05-11,03:44:55,BitGet,ETHUSDT,,,2356.79,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-11,09:06:21,BitGet,BTCUSDT,,,82068.00,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-11,09:06:22,BitGet,ETHUSDT,,,2370.12,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-11,10:13:42,BitGet,BTCUSDT,,,81535.04,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-11,10:13:42,BitGet,ETHUSDT,,,2356.87,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-11,12:43:23,BitGet,BTCUSDT,SELL,0.000123,80689.13,9.93,0.0099,9.92,PAPER-1778438694985,PAPER,"SL: 초기 손절",-0.0702
2026-05-11,12:43:23,BitGet,BTCUSDT,,,80689.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-11,12:43:23,BitGet,ETHUSDT,,,2328.33,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-11,14:36:46,BitGet,BTCUSDT,,,80916.11,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-11,14:36:46,BitGet,ETHUSDT,,,2338.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-11,20:52:45,BitGet,BTCUSDT,,,81137.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-11,20:52:45,BitGet,ETHUSDT,,,2333.07,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,20:29:40,BitGet,ETHUSDT,,,2283.44,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,19:17:46,BitGet,BTCUSDT,,,81106.95,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,19:17:46,BitGet,ETHUSDT,,,2314.93,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-16,14:08:07,BitGet,BTCUSDT,,,79025.98,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,14:08:07,BitGet,ETHUSDT,,,2225.86,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,17:31:35,BitGet,BTCUSDT,,,78470.94,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,17:31:35,BitGet,ETHUSDT,,,2195.49,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:12:13,BitGet,BTCUSDT,,,78372.01,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:12:14,BitGet,ETHUSDT,,,2191.80,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:12:55,BitGet,BTCUSDT,,,78355.66,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:12:55,BitGet,ETHUSDT,,,2191.10,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:14:13,BitGet,BTCUSDT,,,78270.65,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:14:13,BitGet,ETHUSDT,,,2186.15,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:31:36,BitGet,BTCUSDT,,,78053.84,,,,BLOCKED,BLOCKED,"Failed: 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,18:31:36,BitGet,ETHUSDT,BUY,0.004606,2171.23,10.00,0.0100,9.99,PAPER-1778923897187,PAPER,"All conditions met"
2026-05-16,22:11:49,BitGet,BTCUSDT,,,77980.14,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,22:11:49,BitGet,ETHUSDT,,,2175.64,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,22:22:40,BitGet,BTCUSDT,,,77937.89,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,22:22:41,BitGet,ETHUSDT,,,2175.22,,,,BLOCKED,BLOCKED,"Failed: 1H 20봉 최저가 돌파 (브레이크아웃); 진입봉 거래량 > 20봉 평균 × 1.5"
2026-05-16,22:31:32,BitGet,BTCUSDT,,,77956.63,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,22:31:33,BitGet,ETHUSDT,,,2177.79,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:18:27,BitGet,BTCUSDT,,,77918.50,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:18:27,BitGet,ETHUSDT,,,2175.52,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:18:31,BitGet,BTCUSDT,,,77918.49,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:18:31,BitGet,ETHUSDT,,,2175.52,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:22:41,BitGet,BTCUSDT,,,77935.50,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-16,23:22:41,BitGet,ETHUSDT,,,2175.57,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-17,01:28:04,BitGet,BTCUSDT,,,78302.52,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-17,01:28:04,BitGet,ETHUSDT,,,2177.88,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-17,20:48:23,BitGet,BTCUSDT,,,78406.41,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-17,20:48:23,BitGet,ETHUSDT,,,2191.74,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-17,23:15:36,BitGet,BTCUSDT,SHORT,0.000128,77962.33,10.00,0.0100,9.99,PAPER-1779027337622,PAPER,"All conditions met"
2026-05-17,23:15:37,BitGet,ETHUSDT,SHORT,0.004580,2183.18,10.00,0.0100,9.99,,PAPER,"All conditions met"
2026-05-18,20:35:26,BitGet,BTCUSDT,,,76949.99,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,20:35:26,BitGet,ETHUSDT,,,2119.18,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:03:09,BitGet,BTCUSDT,,,77504.37,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:03:09,BitGet,BTCUSDT,,,77504.37,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:03:09,BitGet,ETHUSDT,,,2145.90,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:03:09,BitGet,ETHUSDT,,,2145.90,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:04:59,BitGet,BTCUSDT,SHORT EXIT,0.000128,77568.10,9.95,0.0099,9.94,PAPER-1779027337622,PAPER,"TRAIL: 트레일링 스탑",0.0506
2026-05-18,22:05:00,BitGet,BTCUSDT,,,77521.38,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-18,22:05:01,BitGet,ETHUSDT,,,2147.10,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-19,21:08:54,BitGet,BTCUSDT,,,76766.08,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-19,21:08:54,BitGet,ETHUSDT,,,2112.16,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-19,22:08:56,BitGet,BTCUSDT,,,76770.00,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-19,22:08:56,BitGet,ETHUSDT,,,2111.40,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-20,22:07:56,BitGet,BTCUSDT,,,77519.92,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-20,22:07:56,BitGet,ETHUSDT,,,2132.55,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-21,07:53:27,BitGet,BTCUSDT,,,77473.86,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-21,07:53:27,BitGet,ETHUSDT,,,2127.10,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-21,16:32:03,BitGet,BTCUSDT,,,77638.02,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
2026-05-21,16:32:03,BitGet,ETHUSDT,,,2130.09,,,,BLOCKED,BLOCKED,"Failed: 30분봉 2봉 최저가 돌파 (브레이크아웃)"
